t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu,pp_delay
0.000,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.4079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.4079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8004,3.1583,-89.997,0.7985,3.1549,-90.093,0.0034,-0.0019,0.0038,-0.096,0.7985,3.1549,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0104,1.3987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8004,3.1583,-89.997,0.7980,3.1546,-90.160,0.0037,-0.0024,0.0044,-0.163,0.7980,3.1546,-0.163,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0117,1.5817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8004,3.1583,-89.997,0.7980,3.1546,-90.160,0.0037,-0.0024,0.0044,-0.163,0.7980,3.1546,-0.163,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0117,1.5817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
